buffer,b1,se,z,p,aic,daic
250,-0.3762400509099392,0.041688899645118814,-9.024945587739724,1.7978469448391707e-19,83212.61881500087,25.570519089800655
500,0.034029449432312765,0.04685972182917191,0.7261982808256487,0.46771722574273894,83294.8103714724,107.76207556133159
750,0.3653505459566579,0.047675434441838194,7.66328718833949,1.8123346126459108e-14,83235.72177961266,48.673483701597434
1000,0.49682918982590607,0.04840834283428324,10.26329679424694,1.0312463807492833e-24,83187.04829591107,0
1250,0.40695663871411797,0.04969036446524663,8.18985014687793,2.615516262351687e-16,83226.99396454908,39.94566863801447
1500,0.3955792740888633,0.05249895253925341,7.534993651408361,4.883585839399659e-14,83237.53605469786,50.487758786795894
1750,0.32193059148527686,0.05428615038586731,5.930252729231787,3.0246876277374147e-9,83259.74648457387,72.69818866280548
2000,0.5211392117028556,0.05516593545377745,9.446757449431974,3.494894291418067e-21,83203.28250108023,16.23420516916667
