buffer,b1,se,z,p,aic,daic
30,0.741188581324378,0.059671794749135386,12.421087457489579,2.0081315184756007e-35,20541.715970436824,562.4341085124834
60,1.0330829087132698,0.06915649684203554,14.938334876519207,1.8555405408287767e-50,20466.71900047326,487.4371385489176
90,1.256266676744459,0.07567897027373278,16.599944108654096,6.9755852474673935e-62,20408.68751812894,429.4056562045989
120,1.4413622442436507,0.08091933520040392,17.81233422981033,5.669531011696971e-71,20361.940641789028,382.65877986468695
150,1.6080207536138265,0.08548957678201924,18.80955332968775,6.30669081560211e-79,20320.53290441745,341.2510424931097
180,1.7561775243630573,0.08938683274220859,19.646937591220723,6.140785827555766e-86,20283.7053305868,304.4234686624586
210,1.8970835052528319,0.09271392082090818,20.46168998631126,4.727114779103686e-93,20246.096399568105,266.8145376437642
240,2.035354912559019,0.09584031919957019,21.23693795636009,4.3536037222006703e-100,20208.5902320688,229.30837014445933
270,2.1690698988439503,0.09878693366813888,21.95705260101141,7.415572539035069e-107,20172.34678479292,193.06492286857974
300,2.297974164354034,0.10155452028338838,22.627985026580067,2.298691335838581e-113,20137.27976257821,157.9979006538706
330,2.4156263360675685,0.10413544665625199,23.196965237413146,4.88595763408317e-119,20106.6533980486,127.37153612425755
360,2.5222974758142125,0.10656847669041776,23.66832626444972,7.644689136424902e-124,20080.88245258479,101.60059066044778
390,2.6248852464702637,0.10893257407047326,24.096421744079144,2.7252273898712944e-128,20056.94063829236,77.65877636801815
420,2.725199989799399,0.11119678659511828,24.50790237061616,1.2167069434689552e-132,20033.38857869904,54.106716774698725
450,2.8171449544861167,0.1133341356921276,24.856985384693775,2.1731316954141705e-136,20013.137050905705,33.855188981364336
480,2.9003926057213634,0.11529945237969838,25.155302526242153,1.2364831244864264e-139,19995.521926321322,16.240064396981325
510,2.9808197404104853,0.11723227454994263,25.426613548648785,1.2809683934814259e-142,19979.28186192434,0
